service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-09-132022-11-14125261,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10125261,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12125281,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14125281,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10125281,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12125381,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14125381,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10125381,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-03125541,1,1,1,1,1,1,1,20220901,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-04125541,1,1,1,1,1,1,1,20220904,20220904                                                                                                                                                                                                                                                                                                    
2022-09-052022-09-12125541,1,1,1,1,1,1,1,20220905,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14125541,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10125541,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-04125542,1,1,1,1,1,1,1,20220904,20220904                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12125601,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14125601,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10125601,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12125611,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14125611,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10125611,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-30126001,1,1,1,1,1,1,1,20220901,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-12-11126001,1,1,1,1,1,1,1,20221001,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-30126011,1,1,1,1,1,1,1,20220901,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-12-11126011,1,1,1,1,1,1,1,20221001,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-30126021,1,1,1,1,1,1,1,20220901,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-12-11126021,1,1,1,1,1,1,1,20221001,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-30126031,1,1,1,1,1,1,1,20220901,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-12-11126031,1,1,1,1,1,1,1,20221001,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-30126041,1,1,1,1,1,1,1,20220901,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-11126041,1,1,1,1,1,1,1,20221001,20221011                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31126041,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05126041,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-072022-12-07126041,1,1,1,1,1,1,1,20221207,20221207                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-11126041,1,1,1,1,1,1,1,20221209,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-30126042,1,1,1,1,1,1,1,20220901,20220930                                                                                                                                                                                                                                                                                                    
2022-10-012022-10-11126042,1,1,1,1,1,1,1,20221001,20221011                                                                                                                                                                                                                                                                                                    
2022-10-122022-10-12126042,1,1,1,1,1,1,1,20221012,20221012                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31126042,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-012022-11-01126042,1,1,1,1,1,1,1,20221101,20221101                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05126042,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-062022-12-06126042,1,1,1,1,1,1,1,20221206,20221206                                                                                                                                                                                                                                                                                                    
2022-12-082022-12-08126042,1,1,1,1,1,1,1,20221208,20221208                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-11126042,1,1,1,1,1,1,1,20221209,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126081,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126081,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126111,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126111,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-10-09126131,1,1,1,1,1,1,1,20220901,20221009                                                                                                                                                                                                                                                                                                    
2022-10-102022-12-11126131,1,1,1,1,1,1,1,20221010,20221211                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126231,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126231,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126411,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126411,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-04126421,1,1,1,1,1,1,1,20220901,20220904                                                                                                                                                                                                                                                                                                    
2022-09-052022-09-12126421,1,1,1,1,1,1,1,20220905,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126421,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126441,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126441,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126461,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126461,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126801,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14126801,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10126801,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126811,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14126811,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10126811,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-04126871,1,1,1,1,1,1,1,20220901,20220904                                                                                                                                                                                                                                                                                                    
2022-09-052022-09-12126871,1,1,1,1,1,1,1,20220905,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14126871,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10126871,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126901,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14126901,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10126901,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126941,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126941,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12126961,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-10-09126961,1,1,1,1,1,1,1,20220913,20221009                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12129601,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14129601,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10129601,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-12129671,1,1,1,1,1,1,1,20220901,20220912                                                                                                                                                                                                                                                                                                    
2022-09-132022-11-14129671,1,1,1,1,1,1,1,20220913,20221114                                                                                                                                                                                                                                                                                                    
2022-11-152022-12-10129671,1,1,1,1,1,1,1,20221115,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-10-09130001,1,1,1,1,1,1,1,20220901,20221009                                                                                                                                                                                                                                                                                                    
2022-10-102022-10-16130001,1,1,1,1,1,1,1,20221010,20221016                                                                                                                                                                                                                                                                                                    
2022-10-172022-10-30130001,1,1,1,1,1,1,1,20221017,20221030                                                                                                                                                                                                                                                                                                    
2022-10-312022-11-06130001,1,1,1,1,1,1,1,20221031,20221106                                                                                                                                                                                                                                                                                                    
2022-11-072022-12-04130001,1,1,1,1,1,1,1,20221107,20221204                                                                                                                                                                                                                                                                                                    
2022-12-052022-12-09130001,1,1,1,1,1,1,1,20221205,20221209                                                                                                                                                                                                                                                                                                    
2022-09-012022-10-11130011,1,1,1,1,1,1,1,20220901,20221011                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31130011,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05130011,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-072022-12-07130011,1,1,1,1,1,1,1,20221207,20221207                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-10130011,1,1,1,1,1,1,1,20221209,20221210                                                                                                                                                                                                                                                                                                    
2022-09-052022-10-11130021,1,1,1,1,1,1,1,20220905,20221011                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31130021,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05130021,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-072022-12-07130021,1,1,1,1,1,1,1,20221207,20221207                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-10130021,1,1,1,1,1,1,1,20221209,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-05130031,1,1,1,1,1,1,1,20220901,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-10-11130031,1,1,1,1,1,1,1,20220906,20221011                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31130031,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05130031,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-072022-12-07130031,1,1,1,1,1,1,1,20221207,20221207                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-10130031,1,1,1,1,1,1,1,20221209,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-09-05130032,1,1,1,1,1,1,1,20220901,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-10-11130032,1,1,1,1,1,1,1,20220906,20221011                                                                                                                                                                                                                                                                                                    
2022-10-122022-10-12130032,1,1,1,1,1,1,1,20221012,20221012                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31130032,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-012022-11-01130032,1,1,1,1,1,1,1,20221101,20221101                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05130032,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-062022-12-06130032,1,1,1,1,1,1,1,20221206,20221206                                                                                                                                                                                                                                                                                                    
2022-12-082022-12-08130032,1,1,1,1,1,1,1,20221208,20221208                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-10130032,1,1,1,1,1,1,1,20221209,20221210                                                                                                                                                                                                                                                                                                    
2022-09-052022-12-10130051,1,1,1,1,1,1,1,20220905,20221210                                                                                                                                                                                                                                                                                                    
2022-09-012022-10-09130071,1,1,1,1,1,1,1,20220901,20221009                                                                                                                                                                                                                                                                                                    
2022-10-102022-10-16130071,1,1,1,1,1,1,1,20221010,20221016                                                                                                                                                                                                                                                                                                    
2022-10-172022-10-30130071,1,1,1,1,1,1,1,20221017,20221030                                                                                                                                                                                                                                                                                                    
2022-10-312022-11-06130071,1,1,1,1,1,1,1,20221031,20221106                                                                                                                                                                                                                                                                                                    
2022-11-072022-12-04130071,1,1,1,1,1,1,1,20221107,20221204                                                                                                                                                                                                                                                                                                    
2022-12-052022-12-09130071,1,1,1,1,1,1,1,20221205,20221209                                                                                                                                                                                                                                                                                                    
2022-09-012022-10-09130081,1,1,1,1,1,1,1,20220901,20221009                                                                                                                                                                                                                                                                                                    
2022-10-102022-10-16130081,1,1,1,1,1,1,1,20221010,20221016                                                                                                                                                                                                                                                                                                    
2022-10-172022-10-30130081,1,1,1,1,1,1,1,20221017,20221030                                                                                                                                                                                                                                                                                                    
2022-10-312022-11-06130081,1,1,1,1,1,1,1,20221031,20221106                                                                                                                                                                                                                                                                                                    
2022-11-072022-12-04130081,1,1,1,1,1,1,1,20221107,20221204                                                                                                                                                                                                                                                                                                    
2022-12-052022-12-09130081,1,1,1,1,1,1,1,20221205,20221209                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03130091,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-09-042022-09-04130091,1,1,1,1,1,1,1,20220904,20220904                                                                                                                                                                                                                                                                                                    
