service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date                                                                                                                                                                                                                                                                       
2022-08-152022-08-21081631,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-02081631,1,1,1,1,1,1,1,20220822,20220902                                                                                                                                                                                                                                                                                                    
2022-07-282022-12-10081661,1,1,1,1,1,1,1,20220728,20221210                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14081681,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-15081681,1,1,1,1,1,1,1,20220815,20220815                                                                                                                                                                                                                                                                                                    
2022-08-162022-09-30081681,1,1,1,1,1,1,1,20220816,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14081691,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-162022-09-30081691,1,1,1,1,1,1,1,20220816,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081701,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-26081701,1,1,1,1,1,1,1,20220801,20220826                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05081701,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-28081702,1,1,1,1,1,1,1,20220827,20220828                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081711,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-09-05081711,1,1,1,1,1,1,1,20220801,20220905                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03081721,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03081731,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081751,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-04081751,1,1,1,1,1,1,1,20220829,20220904                                                                                                                                                                                                                                                                                                    
2022-09-052022-09-05081751,1,1,1,1,1,1,1,20220905,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-10-09081751,1,1,1,1,1,1,1,20220906,20221009                                                                                                                                                                                                                                                                                                    
2022-10-102022-10-16081751,1,1,1,1,1,1,1,20221010,20221016                                                                                                                                                                                                                                                                                                    
2022-10-172022-10-30081751,1,1,1,1,1,1,1,20221017,20221030                                                                                                                                                                                                                                                                                                    
2022-10-312022-11-06081751,1,1,1,1,1,1,1,20221031,20221106                                                                                                                                                                                                                                                                                                    
2022-11-072022-12-04081751,1,1,1,1,1,1,1,20221107,20221204                                                                                                                                                                                                                                                                                                    
2022-12-052022-12-09081751,1,1,1,1,1,1,1,20221205,20221209                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30081781,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30081791,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081801,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-14081801,1,1,1,1,1,1,1,20220801,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21081801,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-05081801,1,1,1,1,1,1,1,20220822,20220905                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081811,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14081821,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21081821,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-02081821,1,1,1,1,1,1,1,20220822,20220902                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03081831,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14081861,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-162022-10-11081861,1,1,1,1,1,1,1,20220816,20221011                                                                                                                                                                                                                                                                                                    
2022-10-132022-10-31081861,1,1,1,1,1,1,1,20221013,20221031                                                                                                                                                                                                                                                                                                    
2022-11-022022-12-05081861,1,1,1,1,1,1,1,20221102,20221205                                                                                                                                                                                                                                                                                                    
2022-12-072022-12-07081861,1,1,1,1,1,1,1,20221207,20221207                                                                                                                                                                                                                                                                                                    
2022-12-092022-12-10081861,1,1,1,1,1,1,1,20221209,20221210                                                                                                                                                                                                                                                                                                    
2022-07-282022-12-10081871,1,1,1,1,1,1,1,20220728,20221210                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14081891,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-162022-09-30081891,1,1,1,1,1,1,1,20220816,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081901,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-26081901,1,1,1,1,1,1,1,20220801,20220826                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05081901,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-28081902,1,1,1,1,1,1,1,20220827,20220828                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081911,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-06081911,1,1,1,1,1,1,1,20220801,20220806                                                                                                                                                                                                                                                                                                    
2022-08-082022-08-13081911,1,1,1,1,1,1,1,20220808,20220813                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-26081911,1,1,1,1,1,1,1,20220815,20220826                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05081911,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-28081912,1,1,1,1,1,1,1,20220827,20220828                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03081921,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03081931,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31081951,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-26081951,1,1,1,1,1,1,1,20220801,20220826                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05081951,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-12-10081951,1,1,1,1,1,1,1,20220906,20221210                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-28081952,1,1,1,1,1,1,1,20220827,20220828                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30081981,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14081991,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-162022-09-30081991,1,1,1,1,1,1,1,20220816,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082001,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03082031,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-12-10082061,1,1,1,1,1,1,1,20220728,20221210                                                                                                                                                                                                                                                                                                    
2022-08-272022-09-30082081,1,1,1,1,1,1,1,20220827,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30082091,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082111,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-27082111,1,1,1,1,1,1,1,20220801,20220827                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05082111,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-08-282022-08-28082112,1,1,1,1,1,1,1,20220828,20220828                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03082121,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03082131,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082151,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-14082151,1,1,1,1,1,1,1,20220801,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21082151,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-05082151,1,1,1,1,1,1,1,20220822,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-10-09082151,1,1,1,1,1,1,1,20220906,20221009                                                                                                                                                                                                                                                                                                    
2022-10-102022-10-16082151,1,1,1,1,1,1,1,20221010,20221016                                                                                                                                                                                                                                                                                                    
2022-10-172022-10-30082151,1,1,1,1,1,1,1,20221017,20221030                                                                                                                                                                                                                                                                                                    
2022-10-312022-11-06082151,1,1,1,1,1,1,1,20221031,20221106                                                                                                                                                                                                                                                                                                    
2022-11-072022-12-04082151,1,1,1,1,1,1,1,20221107,20221204                                                                                                                                                                                                                                                                                                    
2022-12-052022-12-09082151,1,1,1,1,1,1,1,20221205,20221209                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30082191,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082201,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-26082201,1,1,1,1,1,1,1,20220801,20220826                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05082201,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-28082202,1,1,1,1,1,1,1,20220827,20220828                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082601,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-14082601,1,1,1,1,1,1,1,20220801,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21082601,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-05082601,1,1,1,1,1,1,1,20220822,20220905                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082611,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-14082611,1,1,1,1,1,1,1,20220801,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21082611,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-05082611,1,1,1,1,1,1,1,20220822,20220905                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082711,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-14082711,1,1,1,1,1,1,1,20220801,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21082711,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-05082711,1,1,1,1,1,1,1,20220822,20220905                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14082731,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21082731,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-02082731,1,1,1,1,1,1,1,20220822,20220902                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082751,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-09-05082751,1,1,1,1,1,1,1,20220801,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-12-10082751,1,1,1,1,1,1,1,20220906,20221210                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30082781,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-08-14082831,1,1,1,1,1,1,1,20220728,20220814                                                                                                                                                                                                                                                                                                    
2022-08-152022-08-21082831,1,1,1,1,1,1,1,20220815,20220821                                                                                                                                                                                                                                                                                                    
2022-08-222022-09-02082831,1,1,1,1,1,1,1,20220822,20220902                                                                                                                                                                                                                                                                                                    
2022-07-282022-12-10082871,1,1,1,1,1,1,1,20220728,20221210                                                                                                                                                                                                                                                                                                    
2022-08-052022-12-10082891,1,1,1,1,1,1,1,20220805,20221210                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03082921,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31082951,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-09-05082951,1,1,1,1,1,1,1,20220801,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-12-10082951,1,1,1,1,1,1,1,20220906,20221210                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-02083121,1,1,1,1,1,1,1,20220728,20220902                                                                                                                                                                                                                                                                                                    
2022-09-032022-09-03083121,1,1,1,1,1,1,1,20220903,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-03083221,1,1,1,1,1,1,1,20220728,20220903                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30083591,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-09-30083891,1,1,1,1,1,1,1,20220728,20220930                                                                                                                                                                                                                                                                                                    
2022-07-282022-07-31083951,1,1,1,1,1,1,1,20220728,20220731                                                                                                                                                                                                                                                                                                    
2022-08-012022-08-26083951,1,1,1,1,1,1,1,20220801,20220826                                                                                                                                                                                                                                                                                                    
2022-08-292022-09-05083951,1,1,1,1,1,1,1,20220829,20220905                                                                                                                                                                                                                                                                                                    
2022-09-062022-12-10083951,1,1,1,1,1,1,1,20220906,20221210                                                                                                                                                                                                                                                                                                    
2022-08-272022-08-28083952,1,1,1,1,1,1,1,20220827,20220828                                                                                                                                                                                                                                                                                                    
